Measured Distance (mm),Nominal Distance (mm),PWM Value,Force Reading (Counts),Encoder Value (Pulses)
11,11,60,133,-69083
11,11,60,137,-69083
11,11,60,140,-69083
11,11,60,136,-69083
11,11,60,139,-69083
11,11,60,140,-69083
11,11,60,140,-69083
11,11,60,139,-69083
11,11,60,137,-69083
11,11,60,137,-69083
11,11,60,137,-69083
11,11,60,134,-69083
11,11,60,138,-69083
11,11,60,140,-69083
11,11,60,135,-69083
11,11,60,138,-69083
11,11,60,141,-69083
11,11,60,129,-69083
11,11,60,138,-69083
11,11,60,137,-69083
11,11,60,144,-69083
11,11,60,139,-69083
11,11,60,133,-69083
11,11,60,140,-69083
11,11,60,141,-69083
11,11,60,135,-69083
11,11,60,136,-69083
11,11,60,139,-69083
11,11,60,137,-69083
11,11,60,140,-69083
11,11,60,133,-69083
11,11,60,139,-69083
11,11,60,138,-69083
11,11,60,134,-69083
11,11,60,138,-69083
11,11,60,140,-69083
11,11,60,138,-69083
11,11,60,140,-69083
11,11,60,141,-69083
11,11,60,139,-69083
11,11,60,139,-69083
11,11,60,135,-69083
11,11,60,138,-69083
11,11,60,139,-69083
11,11,60,135,-69083
11,11,60,138,-69083
11,11,60,137,-69083
11,11,60,137,-69083
11,11,60,139,-69083
11,11,60,140,-69083
11,11,90,187,-67973
11,11,90,188,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,90,186,-67973
11,11,90,186,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,90,189,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,90,188,-67973
11,11,90,189,-67973
11,11,90,187,-67973
11,11,90,186,-67973
11,11,90,188,-67973
11,11,90,186,-67973
11,11,90,188,-67973
11,11,90,186,-67973
11,11,90,188,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,90,189,-67973
11,11,90,185,-67973
11,11,90,185,-67973
11,11,90,187,-67973
11,11,90,188,-67973
11,11,90,188,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,90,188,-67973
11,11,90,188,-67973
11,11,90,188,-67973
11,11,90,189,-67973
11,11,90,187,-67973
11,11,90,189,-67973
11,11,90,188,-67973
11,11,90,189,-67973
11,11,90,187,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,90,189,-67973
11,11,90,189,-67973
11,11,90,187,-67973
11,11,90,187,-67973
11,11,90,187,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,90,188,-67973
11,11,90,187,-67973
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,274,-69469
11,11,120,270,-69469
11,11,120,272,-69469
11,11,120,271,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,274,-69469
11,11,120,272,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,271,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,273,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,272,-69469
11,11,120,274,-69469
11,11,120,273,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,271,-69469
11,11,120,273,-69469
11,11,120,271,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,271,-69469
11,11,120,272,-69469
11,11,120,272,-69469
11,11,120,273,-69469
11,11,120,271,-69469
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,350,-71070
11,11,150,349,-71070
11,11,150,347,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,351,-71070
11,11,150,350,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,347,-71070
11,11,150,350,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,350,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,150,347,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,150,347,-71070
11,11,150,348,-71070
11,11,150,348,-71070
11,11,150,349,-71070
11,11,150,349,-71070
11,11,150,348,-71070
11,11,180,408,-72266
11,11,180,404,-72266
11,11,180,407,-72266
11,11,180,405,-72266
11,11,180,406,-72266
11,11,180,407,-72266
11,11,180,406,-72266
11,11,180,406,-72266
11,11,180,407,-72266
11,11,180,406,-72266
11,11,180,406,-72266
11,11,180,406,-72266
11,11,180,405,-72266
11,11,180,406,-72266
11,11,180,405,-72266
11,11,180,406,-72266
11,11,180,406,-72266
11,11,180,406,-72266
11,11,180,406,-72266
11,11,180,405,-72266
11,11,180,407,-72266
11,11,180,405,-72266
11,11,180,405,-72267
11,11,180,406,-72267
11,11,180,407,-72267
11,11,180,406,-72267
11,11,180,405,-72267
11,11,180,406,-72267
11,11,180,406,-72267
11,11,180,403,-72267
11,11,180,404,-72267
11,11,180,407,-72267
11,11,180,405,-72267
11,11,180,406,-72267
11,11,180,405,-72267
11,11,180,406,-72267
11,11,180,406,-72267
11,11,180,405,-72267
11,11,180,405,-72267
11,11,180,405,-72267
11,11,180,406,-72267
11,11,180,404,-72267
11,11,180,407,-72267
11,11,180,406,-72267
11,11,180,405,-72267
11,11,180,406,-72267
11,11,180,406,-72267
11,11,180,405,-72267
11,11,180,405,-72267
11,11,180,406,-72267
11,11,210,458,-73405
11,11,210,459,-73405
11,11,210,460,-73405
11,11,210,458,-73405
11,11,210,459,-73405
11,11,210,458,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,461,-73405
11,11,210,459,-73405
11,11,210,460,-73405
11,11,210,458,-73405
11,11,210,458,-73405
11,11,210,457,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,460,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,458,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,458,-73405
11,11,210,460,-73405
11,11,210,457,-73405
11,11,210,459,-73405
11,11,210,458,-73405
11,11,210,459,-73405
11,11,210,457,-73405
11,11,210,458,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,457,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,459,-73405
11,11,210,458,-73405
11,11,210,459,-73405
11,11,210,458,-73405
11,11,210,458,-73405
11,11,210,460,-73405
11,11,225,481,-74024
11,11,225,483,-74024
11,11,225,482,-74024
11,11,225,482,-74024
11,11,225,482,-74024
11,11,225,482,-74024
11,11,225,482,-74024
11,11,225,482,-74024
11,11,225,480,-74024
11,11,225,483,-74024
11,11,225,481,-74024
11,11,225,482,-74024
11,11,225,481,-74024
11,11,225,482,-74024
11,11,225,482,-74024
11,11,225,481,-74024
11,11,225,482,-74025
11,11,225,481,-74025
11,11,225,482,-74025
11,11,225,480,-74025
11,11,225,482,-74025
11,11,225,480,-74025
11,11,225,482,-74025
11,11,225,480,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,482,-74025
11,11,225,482,-74025
11,11,225,481,-74025
11,11,225,484,-74025
11,11,225,480,-74025
11,11,225,482,-74025
11,11,225,481,-74025
11,11,225,482,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,478,-74025
11,11,225,481,-74025
11,11,225,480,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,481,-74025
11,11,225,477,-74025
11,11,225,481,-74025
11,11,225,482,-74025
12.9,13,60,181,-68183
12.9,13,60,181,-68183
12.9,13,60,182,-68183
12.9,13,60,179,-68183
12.9,13,60,179,-68183
12.9,13,60,180,-68183
12.9,13,60,178,-68183
12.9,13,60,182,-68183
12.9,13,60,183,-68183
12.9,13,60,183,-68183
12.9,13,60,182,-68183
12.9,13,60,176,-68183
12.9,13,60,181,-68183
12.9,13,60,177,-68183
12.9,13,60,180,-68183
12.9,13,60,183,-68183
12.9,13,60,180,-68183
12.9,13,60,181,-68183
12.9,13,60,177,-68183
12.9,13,60,181,-68183
12.9,13,60,179,-68183
12.9,13,60,183,-68183
12.9,13,60,183,-68183
12.9,13,60,182,-68183
12.9,13,60,184,-68183
12.9,13,60,180,-68183
12.9,13,60,181,-68183
12.9,13,60,178,-68183
12.9,13,60,180,-68183
12.9,13,60,180,-68183
12.9,13,60,183,-68183
12.9,13,60,179,-68183
12.9,13,60,178,-68183
12.9,13,60,180,-68183
12.9,13,60,178,-68183
12.9,13,60,182,-68183
12.9,13,60,181,-68183
12.9,13,60,180,-68183
12.9,13,60,182,-68183
12.9,13,60,178,-68183
12.9,13,60,179,-68183
12.9,13,60,176,-68183
12.9,13,60,181,-68183
12.9,13,60,184,-68183
12.9,13,60,177,-68183
12.9,13,60,182,-68183
12.9,13,60,177,-68183
12.9,13,60,182,-68183
12.9,13,60,177,-68183
12.9,13,60,182,-68183
12.9,13,90,210,-66900
12.9,13,90,213,-66900
12.9,13,90,214,-66900
12.9,13,90,212,-66900
12.9,13,90,215,-66900
12.9,13,90,212,-66900
12.9,13,90,214,-66900
12.9,13,90,214,-66900
12.9,13,90,215,-66900
12.9,13,90,214,-66900
12.9,13,90,213,-66900
12.9,13,90,215,-66900
12.9,13,90,214,-66900
12.9,13,90,214,-66900
12.9,13,90,214,-66900
12.9,13,90,213,-66900
12.9,13,90,211,-66900
12.9,13,90,214,-66900
12.9,13,90,214,-66900
12.9,13,90,216,-66900
12.9,13,90,214,-66900
12.9,13,90,213,-66900
12.9,13,90,214,-66900
12.9,13,90,215,-66900
12.9,13,90,213,-66900
12.9,13,90,217,-66900
12.9,13,90,213,-66900
12.9,13,90,212,-66900
12.9,13,90,216,-66900
12.9,13,90,212,-66900
12.9,13,90,215,-66900
12.9,13,90,213,-66900
12.9,13,90,215,-66900
12.9,13,90,214,-66900
12.9,13,90,215,-66900
12.9,13,90,213,-66900
12.9,13,90,214,-66900
12.9,13,90,214,-66900
12.9,13,90,213,-66900
12.9,13,90,214,-66900
12.9,13,90,215,-66900
12.9,13,90,214,-66900
12.9,13,90,214,-66900
12.9,13,90,214,-66900
12.9,13,90,213,-66900
12.9,13,90,215,-66900
12.9,13,90,212,-66900
12.9,13,90,213,-66900
12.9,13,90,214,-66900
12.9,13,90,216,-66900
12.9,13,120,312,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,310,-68375
12.9,13,120,311,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,310,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,310,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,313,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,313,-68375
12.9,13,120,313,-68375
12.9,13,120,313,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,312,-68375
12.9,13,120,310,-68375
12.9,13,120,311,-68375
12.9,13,120,311,-68375
12.9,13,120,311,-68375
12.9,13,120,311,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,311,-68375
12.9,13,120,310,-68375
12.9,13,120,312,-68375
12.9,13,120,310,-68375
12.9,13,120,311,-68375
12.9,13,120,312,-68375
12.9,13,120,311,-68375
12.9,13,120,311,-68375
12.9,13,120,310,-68375
12.9,13,120,312,-68375
12.9,13,120,312,-68375
12.9,13,150,389,-70049
12.9,13,150,392,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,392,-70049
12.9,13,150,392,-70049
12.9,13,150,392,-70049
12.9,13,150,392,-70049
12.9,13,150,391,-70049
12.9,13,150,392,-70049
12.9,13,150,391,-70049
12.9,13,150,392,-70049
12.9,13,150,392,-70049
12.9,13,150,390,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,392,-70049
12.9,13,150,390,-70049
12.9,13,150,392,-70049
12.9,13,150,391,-70049
12.9,13,150,390,-70049
12.9,13,150,392,-70049
12.9,13,150,390,-70049
12.9,13,150,392,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,392,-70049
12.9,13,150,389,-70049
12.9,13,150,391,-70049
12.9,13,150,390,-70049
12.9,13,150,391,-70049
12.9,13,150,390,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,390,-70049
12.9,13,150,390,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,387,-70049
12.9,13,150,389,-70049
12.9,13,150,392,-70049
12.9,13,150,391,-70049
12.9,13,150,391,-70049
12.9,13,150,390,-70049
12.9,13,180,465,-71610
12.9,13,180,468,-71610
12.9,13,180,467,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,467,-71610
12.9,13,180,465,-71610
12.9,13,180,469,-71610
12.9,13,180,464,-71610
12.9,13,180,467,-71610
12.9,13,180,465,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,467,-71610
12.9,13,180,466,-71610
12.9,13,180,467,-71610
12.9,13,180,466,-71610
12.9,13,180,468,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,466,-71610
12.9,13,180,464,-71610
12.9,13,180,466,-71610
12.9,13,180,464,-71610
12.9,13,180,467,-71610
12.9,13,180,466,-71611
12.9,13,180,466,-71611
12.9,13,180,465,-71611
12.9,13,180,466,-71611
12.9,13,180,464,-71611
12.9,13,180,466,-71611
12.9,13,180,466,-71611
12.9,13,180,466,-71611
12.9,13,180,466,-71611
12.9,13,180,466,-71611
12.9,13,180,465,-71611
12.9,13,180,466,-71611
12.9,13,180,467,-71611
12.9,13,180,463,-71611
12.9,13,180,466,-71611
12.9,13,180,465,-71611
12.9,13,180,467,-71611
12.9,13,180,465,-71611
12.9,13,180,466,-71611
12.9,13,180,465,-71611
12.9,13,180,466,-71611
12.9,13,210,520,-72856
12.9,13,210,519,-72856
12.9,13,210,520,-72856
12.9,13,210,522,-72856
12.9,13,210,518,-72856
12.9,13,210,521,-72856
12.9,13,210,518,-72856
12.9,13,210,521,-72856
12.9,13,210,519,-72856
12.9,13,210,520,-72856
12.9,13,210,520,-72856
12.9,13,210,520,-72856
12.9,13,210,520,-72856
12.9,13,210,521,-72856
12.9,13,210,520,-72856
12.9,13,210,520,-72856
12.9,13,210,519,-72856
12.9,13,210,521,-72856
12.9,13,210,522,-72856
12.9,13,210,518,-72856
12.9,13,210,520,-72856
12.9,13,210,520,-72856
12.9,13,210,520,-72856
12.9,13,210,517,-72856
12.9,13,210,521,-72856
12.9,13,210,519,-72856
12.9,13,210,520,-72856
12.9,13,210,519,-72856
12.9,13,210,521,-72856
12.9,13,210,520,-72856
12.9,13,210,520,-72856
12.9,13,210,519,-72856
12.9,13,210,520,-72856
12.9,13,210,518,-72856
12.9,13,210,518,-72856
12.9,13,210,520,-72856
12.9,13,210,517,-72856
12.9,13,210,519,-72856
12.9,13,210,518,-72856
12.9,13,210,519,-72856
12.9,13,210,518,-72856
12.9,13,210,520,-72856
12.9,13,210,518,-72856
12.9,13,210,520,-72856
12.9,13,210,519,-72856
12.9,13,210,519,-72856
12.9,13,210,519,-72856
12.9,13,210,519,-72856
12.9,13,210,519,-72856
12.9,13,210,519,-72856
12.9,13,225,543,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,543,-73446
12.9,13,225,543,-73446
12.9,13,225,542,-73446
12.9,13,225,538,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,540,-73446
12.9,13,225,540,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,541,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,543,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,542,-73446
12.9,13,225,543,-73446
12.9,13,225,542,-73446
12.9,13,225,539,-73446
12.9,13,225,542,-73446
12.9,13,225,541,-73446
12.9,13,225,542,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,543,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,542,-73446
12.9,13,225,539,-73446
12.9,13,225,542,-73446
12.9,13,225,540,-73446
12.9,13,225,541,-73446
12.9,13,225,539,-73446
12.9,13,225,542,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
12.9,13,225,541,-73446
18.7,19,60,245,-63220
18.7,19,60,249,-63220
18.7,19,60,249,-63220
18.7,19,60,243,-63220
18.7,19,60,249,-63220
18.7,19,60,250,-63220
18.7,19,60,245,-63220
18.7,19,60,251,-63220
18.7,19,60,250,-63220
18.7,19,60,248,-63220
18.7,19,60,249,-63220
18.7,19,60,251,-63220
18.7,19,60,244,-63220
18.7,19,60,250,-63220
18.7,19,60,248,-63220
18.7,19,60,248,-63220
18.7,19,60,249,-63220
18.7,19,60,250,-63220
18.7,19,60,246,-63220
18.7,19,60,247,-63220
18.7,19,60,245,-63220
18.7,19,60,245,-63220
18.7,19,60,249,-63220
18.7,19,60,245,-63220
18.7,19,60,251,-63220
18.7,19,60,247,-63220
18.7,19,60,250,-63220
18.7,19,60,249,-63220
18.7,19,60,251,-63220
18.7,19,60,244,-63220
18.7,19,60,250,-63220
18.7,19,60,249,-63220
18.7,19,60,244,-63220
18.7,19,60,247,-63220
18.7,19,60,248,-63220
18.7,19,60,244,-63220
18.7,19,60,248,-63220
18.7,19,60,248,-63220
18.7,19,60,247,-63220
18.7,19,60,248,-63220
18.7,19,60,253,-63220
18.7,19,60,246,-63220
18.7,19,60,249,-63220
18.7,19,60,249,-63220
18.7,19,60,244,-63220
18.7,19,60,247,-63220
18.7,19,60,252,-63220
18.7,19,60,246,-63220
18.7,19,60,249,-63220
18.7,19,60,251,-63220
18.7,19,90,299,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,90,297,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,298,-61952
18.7,19,90,298,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,90,300,-61952
18.7,19,90,300,-61952
18.7,19,90,297,-61952
18.7,19,90,297,-61952
18.7,19,90,300,-61952
18.7,19,90,296,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,90,299,-61952
18.7,19,90,297,-61952
18.7,19,90,298,-61952
18.7,19,90,298,-61952
18.7,19,90,299,-61952
18.7,19,90,298,-61952
18.7,19,90,299,-61952
18.7,19,90,299,-61952
18.7,19,90,298,-61952
18.7,19,90,298,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,90,299,-61952
18.7,19,90,297,-61952
18.7,19,90,298,-61952
18.7,19,90,298,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,90,298,-61952
18.7,19,90,297,-61952
18.7,19,120,414,-64102
18.7,19,120,413,-64102
18.7,19,120,414,-64102
18.7,19,120,414,-64102
18.7,19,120,413,-64102
18.7,19,120,414,-64102
18.7,19,120,414,-64102
18.7,19,120,414,-64102
18.7,19,120,413,-64102
18.7,19,120,414,-64102
18.7,19,120,413,-64102
18.7,19,120,413,-64102
18.7,19,120,413,-64102
18.7,19,120,414,-64102
18.7,19,120,414,-64102
18.7,19,120,413,-64102
18.7,19,120,414,-64102
18.7,19,120,414,-64102
18.7,19,120,414,-64102
18.7,19,120,413,-64102
18.7,19,120,414,-64102
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,414,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,412,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,415,-64103
18.7,19,120,414,-64103
18.7,19,120,414,-64103
18.7,19,120,414,-64103
18.7,19,120,413,-64103
18.7,19,120,414,-64103
18.7,19,120,414,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
