Measured Distance (mm),Nominal Distance (mm),PWM Value,Force Reading (Counts),Encoder Value (Pulses)
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,120,412,-64103
18.7,19,120,413,-64103
18.7,19,120,413,-64103
18.7,19,150,525,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,524,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,525,-66174
18.7,19,150,522,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,525,-66174
18.7,19,150,521,-66174
18.7,19,150,524,-66174
18.7,19,150,522,-66174
18.7,19,150,524,-66174
18.7,19,150,523,-66174
18.7,19,150,524,-66174
18.7,19,150,522,-66174
18.7,19,150,524,-66174
18.7,19,150,523,-66174
18.7,19,150,524,-66174
18.7,19,150,522,-66174
18.7,19,150,523,-66174
18.7,19,150,524,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,522,-66174
18.7,19,150,524,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,522,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,524,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,522,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,524,-66174
18.7,19,150,523,-66174
18.7,19,150,522,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,150,522,-66174
18.7,19,150,523,-66174
18.7,19,150,523,-66174
18.7,19,180,624,-68368
18.7,19,180,624,-68368
18.7,19,180,624,-68368
18.7,19,180,622,-68368
18.7,19,180,624,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,624,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,622,-68368
18.7,19,180,624,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,622,-68368
18.7,19,180,623,-68368
18.7,19,180,624,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,623,-68368
18.7,19,180,621,-68369
18.7,19,180,623,-68369
18.7,19,180,622,-68369
18.7,19,180,623,-68369
18.7,19,180,623,-68369
18.7,19,180,623,-68369
18.7,19,180,622,-68369
18.7,19,180,622,-68369
18.7,19,180,623,-68369
18.7,19,180,622,-68369
18.7,19,180,623,-68369
18.7,19,180,622,-68369
18.7,19,180,623,-68369
18.7,19,180,621,-68369
18.7,19,180,622,-68369
18.7,19,180,621,-68369
18.7,19,180,623,-68369
18.7,19,180,621,-68369
18.7,19,180,622,-68369
18.7,19,180,621,-68369
18.7,19,180,622,-68369
18.7,19,180,620,-68369
18.7,19,180,622,-68369
18.7,19,210,712,-70238
18.7,19,210,711,-70238
18.7,19,210,712,-70238
18.7,19,210,711,-70238
18.7,19,210,710,-70238
18.7,19,210,711,-70238
18.7,19,210,711,-70238
18.7,19,210,711,-70238
18.7,19,210,711,-70238
18.7,19,210,710,-70238
18.7,19,210,710,-70238
18.7,19,210,710,-70238
18.7,19,210,710,-70238
18.7,19,210,711,-70238
18.7,19,210,710,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,710,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,710,-70238
18.7,19,210,712,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,708,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,710,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,708,-70238
18.7,19,210,709,-70238
18.7,19,210,710,-70238
18.7,19,210,710,-70238
18.7,19,210,708,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,710,-70238
18.7,19,210,708,-70238
18.7,19,210,708,-70238
18.7,19,210,709,-70238
18.7,19,210,710,-70238
18.7,19,210,709,-70238
18.7,19,210,709,-70238
18.7,19,210,709,-70238
18.7,19,210,709,-70238
18.7,19,210,709,-70238
18.7,19,210,709,-70238
18.7,19,225,743,-70891
18.7,19,225,743,-70891
18.7,19,225,743,-70891
18.7,19,225,742,-70891
18.7,19,225,743,-70891
18.7,19,225,742,-70891
18.7,19,225,743,-70891
18.7,19,225,742,-70891
18.7,19,225,741,-70891
18.7,19,225,742,-70891
18.7,19,225,742,-70891
18.7,19,225,742,-70891
18.7,19,225,741,-70891
18.7,19,225,742,-70891
18.7,19,225,742,-70891
18.7,19,225,741,-70891
18.7,19,225,743,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,742,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,742,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,741,-70891
18.7,19,225,742,-70891
18.7,19,225,741,-70892
18.7,19,225,741,-70892
18.7,19,225,740,-70892
18.7,19,225,741,-70892
18.7,19,225,741,-70892
18.7,19,225,741,-70892
18.7,19,225,738,-70892
18.7,19,225,741,-70892
18.7,19,225,741,-70892
18.7,19,225,742,-70892
5,5,60,45,-71219
5,5,60,36,-71219
5,5,60,41,-71219
5,5,60,42,-71219
5,5,60,36,-71219
5,5,60,41,-71220
5,5,60,40,-71220
5,5,60,42,-71220
5,5,60,40,-71220
5,5,60,37,-71220
5,5,60,43,-71220
5,5,60,43,-71220
5,5,60,38,-71220
5,5,60,40,-71220
5,5,60,41,-71220
5,5,60,42,-71220
5,5,60,41,-71220
5,5,60,42,-71220
5,5,60,41,-71220
5,5,60,46,-71220
5,5,60,36,-71220
5,5,60,42,-71220
5,5,60,39,-71220
5,5,60,39,-71220
5,5,60,41,-71220
5,5,60,44,-71220
5,5,60,38,-71220
5,5,60,41,-71220
5,5,60,43,-71220
5,5,60,42,-71220
5,5,60,44,-71220
5,5,60,38,-71220
5,5,60,42,-71220
5,5,60,43,-71220
5,5,60,39,-71220
5,5,60,41,-71220
5,5,60,42,-71220
5,5,60,41,-71220
5,5,60,42,-71220
5,5,60,41,-71220
5,5,60,41,-71220
5,5,60,43,-71220
5,5,60,40,-71220
5,5,60,42,-71220
5,5,60,44,-71220
5,5,60,38,-71220
5,5,60,40,-71220
5,5,60,38,-71220
5,5,60,38,-71220
5,5,60,41,-71220
5,5,90,77,-70796
5,5,90,79,-70796
5,5,90,78,-70796
5,5,90,79,-70796
5,5,90,77,-70796
5,5,90,79,-70796
5,5,90,78,-70796
5,5,90,78,-70796
5,5,90,80,-70796
5,5,90,78,-70796
5,5,90,80,-70796
5,5,90,79,-70796
5,5,90,80,-70796
5,5,90,80,-70796
5,5,90,80,-70796
5,5,90,77,-70796
5,5,90,80,-70796
5,5,90,79,-70796
5,5,90,79,-70796
5,5,90,77,-70796
5,5,90,78,-70796
5,5,90,80,-70796
5,5,90,79,-70796
5,5,90,78,-70796
5,5,90,79,-70796
5,5,90,78,-70796
5,5,90,79,-70796
5,5,90,79,-70796
5,5,90,79,-70796
5,5,90,77,-70796
5,5,90,79,-70796
5,5,90,78,-70796
5,5,90,78,-70796
5,5,90,78,-70796
5,5,90,79,-70796
5,5,90,77,-70796
5,5,90,79,-70796
5,5,90,77,-70796
5,5,90,77,-70796
5,5,90,77,-70796
5,5,90,80,-70796
5,5,90,78,-70796
5,5,90,79,-70796
5,5,90,77,-70796
5,5,90,78,-70796
5,5,90,77,-70796
5,5,90,78,-70796
5,5,90,78,-70796
5,5,90,78,-70796
5,5,90,79,-70796
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,140,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,138,-72124
5,5,120,140,-72124
5,5,120,138,-72124
5,5,120,140,-72124
5,5,120,139,-72124
5,5,120,139,-72124
5,5,120,138,-72124
5,5,120,141,-72124
5,5,120,139,-72124
5,5,120,139,-72124
5,5,120,138,-72124
5,5,120,139,-72124
5,5,120,137,-72124
5,5,120,135,-72124
5,5,120,138,-72124
5,5,120,140,-72124
5,5,120,138,-72124
5,5,120,139,-72124
5,5,120,139,-72124
5,5,120,141,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,139,-72124
5,5,120,139,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,141,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,140,-72124
5,5,120,140,-72124
5,5,120,140,-72124
5,5,120,140,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,139,-72124
5,5,120,140,-72124
5,5,120,140,-72124
5,5,120,140,-72124
5,5,120,138,-72124
5,5,120,139,-72124
5,5,150,194,-73152
5,5,150,197,-73152
5,5,150,195,-73152
5,5,150,196,-73152
5,5,150,194,-73152
5,5,150,197,-73152
5,5,150,196,-73152
5,5,150,196,-73152
5,5,150,195,-73153
5,5,150,195,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,195,-73153
5,5,150,197,-73153
5,5,150,196,-73153
5,5,150,197,-73153
5,5,150,195,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,195,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,195,-73153
5,5,150,196,-73153
5,5,150,194,-73153
5,5,150,197,-73153
5,5,150,194,-73153
5,5,150,196,-73153
5,5,150,194,-73153
5,5,150,198,-73153
5,5,150,194,-73153
5,5,150,196,-73153
5,5,150,194,-73153
5,5,150,196,-73153
5,5,150,195,-73153
5,5,150,194,-73153
5,5,150,195,-73153
5,5,150,195,-73153
5,5,150,196,-73153
5,5,150,195,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,196,-73153
5,5,150,195,-73153
5,5,150,197,-73153
5,5,180,252,-74199
5,5,180,254,-74199
5,5,180,253,-74199
5,5,180,254,-74199
5,5,180,253,-74199
5,5,180,254,-74199
5,5,180,254,-74199
5,5,180,254,-74199
5,5,180,253,-74199
5,5,180,253,-74199
5,5,180,253,-74200
5,5,180,254,-74200
5,5,180,253,-74200
5,5,180,254,-74200
5,5,180,252,-74200
5,5,180,251,-74200
5,5,180,252,-74200
5,5,180,250,-74200
5,5,180,252,-74200
5,5,180,253,-74200
5,5,180,253,-74200
5,5,180,255,-74200
5,5,180,254,-74200
5,5,180,253,-74200
5,5,180,254,-74200
5,5,180,254,-74200
5,5,180,253,-74200
5,5,180,253,-74200
5,5,180,253,-74200
5,5,180,252,-74200
5,5,180,254,-74200
5,5,180,252,-74200
5,5,180,254,-74200
5,5,180,253,-74200
5,5,180,254,-74200
5,5,180,253,-74200
5,5,180,254,-74200
5,5,180,253,-74200
5,5,180,253,-74200
5,5,180,252,-74200
5,5,180,254,-74200
5,5,180,253,-74200
5,5,180,254,-74200
5,5,180,252,-74200
5,5,180,254,-74200
5,5,180,252,-74200
5,5,180,254,-74200
5,5,180,251,-74200
5,5,180,253,-74200
5,5,180,252,-74200
5,5,210,304,-75161
5,5,210,306,-75161
5,5,210,306,-75161
5,5,210,306,-75161
5,5,210,306,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,308,-75161
5,5,210,305,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,307,-75161
5,5,210,303,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,307,-75161
5,5,210,304,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,306,-75161
5,5,210,306,-75161
5,5,210,304,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,306,-75161
5,5,210,306,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,303,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,305,-75161
5,5,210,304,-75161
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,319,-75737
5,5,225,315,-75737
5,5,225,314,-75737
5,5,225,316,-75737
5,5,225,317,-75737
5,5,225,316,-75737
5,5,225,319,-75737
5,5,225,317,-75737
5,5,225,318,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,318,-75737
5,5,225,316,-75737
5,5,225,319,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,316,-75737
5,5,225,318,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,316,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,317,-75737
5,5,225,315,-75737
5,5,225,317,-75737
5,5,225,316,-75737
5,5,225,316,-75737
5,5,225,315,-75737
5,5,225,318,-75737
5,5,225,316,-75737
5,5,225,316,-75737
5,5,225,314,-75737
9.0,9,60,98,-69990
9.0,9,60,97,-69990
9.0,9,60,98,-69990
9.0,9,60,94,-69990
9.0,9,60,99,-69990
9.0,9,60,100,-69990
9.0,9,60,101,-69990
9.0,9,60,102,-69990
9.0,9,60,94,-69990
9.0,9,60,98,-69990
9.0,9,60,98,-69990
9.0,9,60,97,-69990
9.0,9,60,100,-69990
9.0,9,60,95,-69990
9.0,9,60,98,-69990
9.0,9,60,95,-69990
9.0,9,60,99,-69990
9.0,9,60,101,-69990
9.0,9,60,97,-69990
9.0,9,60,98,-69990
9.0,9,60,96,-69990
9.0,9,60,100,-69990
9.0,9,60,99,-69990
9.0,9,60,101,-69990
9.0,9,60,98,-69990
9.0,9,60,91,-69990
9.0,9,60,98,-69990
9.0,9,60,99,-69990
9.0,9,60,100,-69990
9.0,9,60,101,-69990
9.0,9,60,92,-69990
9.0,9,60,97,-69990
9.0,9,60,95,-69990
9.0,9,60,99,-69990
9.0,9,60,97,-69990
9.0,9,60,100,-69990
9.0,9,60,95,-69990
9.0,9,60,95,-69990
9.0,9,60,96,-69990
9.0,9,60,98,-69990
9.0,9,60,100,-69990
9.0,9,60,100,-69990
9.0,9,60,94,-69990
9.0,9,60,98,-69990
9.0,9,60,98,-69990
9.0,9,60,100,-69990
9.0,9,60,97,-69990
9.0,9,60,96,-69990
9.0,9,60,95,-69990
9.0,9,60,93,-69990
9.0,9,90,151,-69102
9.0,9,90,151,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,150,-69102
9.0,9,90,152,-69102
9.0,9,90,152,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,149,-69102
9.0,9,90,151,-69102
9.0,9,90,149,-69102
9.0,9,90,152,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,149,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,152,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,151,-69102
9.0,9,90,151,-69102
9.0,9,90,151,-69102
9.0,9,90,152,-69102
9.0,9,90,149,-69102
9.0,9,90,151,-69102
9.0,9,90,151,-69102
9.0,9,90,152,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,150,-69102
9.0,9,90,151,-69102
9.0,9,90,151,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,90,150,-69102
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,229,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,229,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,227,-70518
9.0,9,120,227,-70518
9.0,9,120,227,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,229,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,229,-70518
9.0,9,120,229,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,228,-70518
9.0,9,120,227,-70518
9.0,9,120,227,-70518
9.0,9,150,302,-71891
9.0,9,150,302,-71891
9.0,9,150,300,-71891
9.0,9,150,301,-71891
9.0,9,150,304,-71891
9.0,9,150,302,-71891
9.0,9,150,304,-71891
9.0,9,150,303,-71891
9.0,9,150,304,-71891
9.0,9,150,303,-71891
9.0,9,150,303,-71891
9.0,9,150,303,-71891
9.0,9,150,303,-71891
9.0,9,150,303,-71891
9.0,9,150,304,-71892
9.0,9,150,302,-71892
9.0,9,150,304,-71892
9.0,9,150,302,-71892
9.0,9,150,304,-71892
9.0,9,150,302,-71892
9.0,9,150,304,-71892
9.0,9,150,304,-71892
9.0,9,150,304,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,304,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,304,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,302,-71892
9.0,9,150,305,-71892
9.0,9,150,302,-71892
9.0,9,150,304,-71892
9.0,9,150,301,-71892
9.0,9,150,304,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,302,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,150,304,-71892
9.0,9,150,301,-71892
9.0,9,150,303,-71892
9.0,9,150,303,-71892
9.0,9,180,350,-73055
9.0,9,180,350,-73055
9.0,9,180,349,-73055
9.0,9,180,349,-73056
9.0,9,180,350,-73056
9.0,9,180,349,-73056
9.0,9,180,350,-73056
9.0,9,180,351,-73056
9.0,9,180,350,-73056
9.0,9,180,349,-73056
9.0,9,180,350,-73056
9.0,9,180,351,-73056
9.0,9,180,350,-73056
9.0,9,180,350,-73056
9.0,9,180,351,-73056
9.0,9,180,351,-73056
9.0,9,180,348,-73056
9.0,9,180,349,-73056
9.0,9,180,348,-73056
9.0,9,180,351,-73057
9.0,9,180,349,-73057
9.0,9,180,349,-73057
9.0,9,180,349,-73057
9.0,9,180,347,-73057
9.0,9,180,348,-73057
9.0,9,180,349,-73057
9.0,9,180,349,-73057
9.0,9,180,350,-73057
9.0,9,180,349,-73057
9.0,9,180,349,-73057
9.0,9,180,348,-73057
9.0,9,180,351,-73057
9.0,9,180,350,-73057
9.0,9,180,350,-73057
9.0,9,180,349,-73057
9.0,9,180,350,-73057
9.0,9,180,349,-73058
9.0,9,180,350,-73058
9.0,9,180,349,-73058
9.0,9,180,350,-73058
9.0,9,180,349,-73058
9.0,9,180,350,-73058
9.0,9,180,349,-73058
9.0,9,180,349,-73058
9.0,9,180,348,-73058
9.0,9,180,349,-73058
9.0,9,180,349,-73058
9.0,9,180,349,-73058
9.0,9,180,348,-73058
9.0,9,180,348,-73058
9.0,9,210,401,-74083
9.0,9,210,401,-74083
9.0,9,210,402,-74084
9.0,9,210,400,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74084
9.0,9,210,400,-74084
9.0,9,210,400,-74084
9.0,9,210,400,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74084
9.0,9,210,402,-74084
9.0,9,210,399,-74084
9.0,9,210,402,-74084
9.0,9,210,400,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74084
9.0,9,210,403,-74084
9.0,9,210,401,-74084
9.0,9,210,402,-74084
9.0,9,210,399,-74084
9.0,9,210,402,-74084
9.0,9,210,401,-74084
9.0,9,210,403,-74084
9.0,9,210,400,-74084
9.0,9,210,402,-74084
9.0,9,210,400,-74084
9.0,9,210,402,-74084
9.0,9,210,400,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74084
9.0,9,210,402,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74084
9.0,9,210,400,-74084
9.0,9,210,401,-74084
9.0,9,210,401,-74085
9.0,9,210,401,-74085
9.0,9,210,401,-74085
9.0,9,210,401,-74085
9.0,9,210,401,-74085
9.0,9,210,402,-74085
9.0,9,210,402,-74085
9.0,9,210,400,-74085
9.0,9,210,400,-74085
9.0,9,210,401,-74085
9.0,9,210,401,-74085
9.0,9,210,400,-74085
9.0,9,225,423,-74662
9.0,9,225,425,-74662
9.0,9,225,423,-74662
9.0,9,225,425,-74662
9.0,9,225,424,-74662
9.0,9,225,425,-74662
9.0,9,225,424,-74662
9.0,9,225,425,-74663
9.0,9,225,424,-74663
9.0,9,225,425,-74663
9.0,9,225,424,-74663
9.0,9,225,425,-74663
9.0,9,225,424,-74663
9.0,9,225,425,-74663
9.0,9,225,425,-74663
9.0,9,225,425,-74663
9.0,9,225,424,-74663
9.0,9,225,425,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,425,-74663
9.0,9,225,423,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,423,-74663
9.0,9,225,425,-74663
9.0,9,225,425,-74663
9.0,9,225,425,-74663
9.0,9,225,423,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,426,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,423,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
9.0,9,225,423,-74663
9.0,9,225,424,-74663
9.0,9,225,424,-74663
